行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/領域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益,緯度,経度,地域マネージャー,予算,返品
2289,JP-2016-1910372,2016-12-28 00:00:00,2017-01-03 00:00:00,通常配送,塩霞-10780,塩浦 霞,大企業,四日市市,三重県,日本,関西地方,家電-事務-10001657,家電,事務機器,"パナソニック 計算機, 高耐久性",6048,3,0.4,-3732,34.7303,136.5086,金児 皐,50000000,
2290,JP-2016-1910372,2016-12-28 00:00:00,2017-01-03 00:00:00,通常配送,塩霞-10780,塩浦 霞,大企業,四日市市,三重県,日本,関西地方,家具-椅子-10000530,家具,椅子,"Office Star 折り畳み式の椅子, 調整可能",18840,5,0.4,-7850,34.7303,136.5086,金児 皐,50000000,
2291,JP-2016-2135021,2016-12-02 00:00:00,2016-12-04 00:00:00,ファースト クラス,城優-17800,城川 優太,小規模事業所,各務原市,岐阜県,日本,中部地方,事務用-画材-10002098,事務用品,画材,"Binney & Smith キャンバス, 大容量パック",16865.8,7,0.3,709.8,35.3912,136.7223,辻岡 美羽,40000000,
2292,JP-2016-2135021,2016-12-02 00:00:00,2016-12-04 00:00:00,ファースト クラス,城優-17800,城川 優太,小規模事業所,各務原市,岐阜県,日本,中部地方,事務用-封筒-10000617,事務用品,封筒,"Jiffy クラフト封筒, 50 枚セット",3976,7,0,630,35.3912,136.7223,辻岡 美羽,40000000,
2293,JP-2016-2135021,2016-12-02 00:00:00,2016-12-04 00:00:00,ファースト クラス,城優-17800,城川 優太,小規模事業所,各務原市,岐阜県,日本,中部地方,家電-コピ-10001482,家電,コピー機,"キヤノン 家庭用コピー機, カラー",48060,5,0,8650,35.3912,136.7223,辻岡 美羽,40000000,
2294,JP-2016-2135021,2016-12-02 00:00:00,2016-12-04 00:00:00,ファースト クラス,城優-17800,城川 優太,小規模事業所,各務原市,岐阜県,日本,中部地方,事務用-封筒-10002690,事務用品,封筒,"Jiffy 各種封筒, 50 枚セット",2478,1,0,594,35.3912,136.7223,辻岡 美羽,40000000,
2295,JP-2016-2135021,2016-12-02 00:00:00,2016-12-04 00:00:00,ファースト クラス,城優-17800,城川 優太,小規模事業所,各務原市,岐阜県,日本,中部地方,事務用-封筒-10004283,事務用品,封筒,"Jiffy 茶封筒, 赤",5910,3,0,1950,35.3912,136.7223,辻岡 美羽,40000000,
2296,JP-2017-1832882,2017-10-14 00:00:00,2017-10-19 00:00:00,セカンド クラス,川結-18535,川波 結菜,大企業,川崎市川崎区,神奈川県,日本,関東地方,家電-電話-10003277,家電,電話機,"シスコ スマートフォン, 青",36928,4,0,9232,35.4478,139.6425,中吉 孝,50000000,
2297,JP-2017-1832882,2017-10-14 00:00:00,2017-10-19 00:00:00,セカンド クラス,川結-18535,川波 結菜,大企業,川崎市川崎区,神奈川県,日本,関東地方,事務用-ラベ-10000385,事務用品,ラベル,"Smead ファイル フォルダ ラベル, 白",4144,7,0,1106,35.4478,139.6425,中吉 孝,50000000,
2298,JP-2017-1832882,2017-10-14 00:00:00,2017-10-19 00:00:00,セカンド クラス,川結-18535,川波 結菜,大企業,川崎市川崎区,神奈川県,日本,関東地方,家具-椅子-10004381,家具,椅子,"Hon ロッキング チェア, 2 つセット",17716,2,0,6376,35.4478,139.6425,中吉 孝,50000000,
2299,JP-2017-1832882,2017-10-14 00:00:00,2017-10-19 00:00:00,セカンド クラス,川結-18535,川波 結菜,大企業,川崎市川崎区,神奈川県,日本,関東地方,家電-付属-10000533,家電,付属品,"エナーマックス メモリ カード, 高耐久性",22920,3,0,5496,35.4478,139.6425,中吉 孝,50000000,
2300,JP-2019-1288282,2019-08-01 00:00:00,2019-08-07 00:00:00,通常配送,宮颯-18970,宮林 颯太,小規模事業所,久慈市,岩手県,日本,東北地方,事務用-バイ-10004772,事務用品,バインダー,"Avery バインダー, 高耐久性",1728,3,0.4,-552,39.7036,141.1527,駒田 静香,20000000,
2301,JP-2019-1002711,2019-08-15 00:00:00,2019-08-17 00:00:00,ファースト クラス,松凛-18805,松倉 凛,小規模事業所,東置賜郡川西町,山形県,日本,東北地方,事務用-保管-10000539,事務用品,保管箱,"Tenex ファイル カート, メタル",44400,5,0,13760,38.2404,140.3633,駒田 静香,20000000,
2302,JP-2019-1044305,2019-11-26 00:00:00,2019-11-29 00:00:00,ファースト クラス,猪真-10315,猪田 真,消費者,沼津市,静岡県,日本,中部地方,事務用-バイ-10000920,事務用品,バインダー,"アコ 穴の補強テープ, クリア",1958.4,8,0.4,-1017.6,34.9769,138.3831,辻岡 美羽,40000000,○
2303,JP-2019-1044305,2019-11-26 00:00:00,2019-11-29 00:00:00,ファースト クラス,猪真-10315,猪田 真,消費者,沼津市,静岡県,日本,中部地方,事務用-保管-10004718,事務用品,保管箱,"Smead ファイル カート, 青",10272,2,0.4,-6678,34.9769,138.3831,辻岡 美羽,40000000,○
2304,JP-2019-1535559,2019-06-18 00:00:00,2019-06-23 00:00:00,通常配送,鷲正-16855,鷲田 正男,大企業,浦添市,沖縄県,日本,九州,家電-コピ-10004185,家電,コピー機,"キヤノン インク, デジタル",19572,2,0,3128,26.2124,127.6809,矢幡 翔太,35000000,
2305,JP-2019-1535559,2019-06-18 00:00:00,2019-06-23 00:00:00,通常配送,鷲正-16855,鷲田 正男,大企業,浦添市,沖縄県,日本,九州,事務用-封筒-10004177,事務用品,封筒,"Ames クラフト封筒, 50 枚セット",1920,4,0,56,26.2124,127.6809,矢幡 翔太,35000000,
2306,JP-2019-1535559,2019-06-18 00:00:00,2019-06-23 00:00:00,通常配送,鷲正-16855,鷲田 正男,大企業,浦添市,沖縄県,日本,九州,事務用-クリ-10001309,事務用品,クリップ,"Stockwell クランプ, 各種サイズ",7602,7,0,2268,26.2124,127.6809,矢幡 翔太,35000000,
2307,JP-2019-1386986,2019-06-07 00:00:00,2019-06-07 00:00:00,即日配送,吉進-13225,吉丸 進,大企業,尼崎市,兵庫県,日本,関西地方,家電-コピ-10003469,家電,コピー機,"キヤノン ファックスとコピー機, デジタル",38196,3,0,9546,34.6913,135.183,金児 皐,50000000,
2308,JP-2019-1386986,2019-06-07 00:00:00,2019-06-07 00:00:00,即日配送,吉進-13225,吉丸 進,大企業,尼崎市,兵庫県,日本,関西地方,事務用-バイ-10004772,事務用品,バインダー,"Avery バインダー, 高耐久性",1920,2,0,400,34.6913,135.183,金児 皐,50000000,
2309,JP-2016-2145159,2016-03-11 00:00:00,2016-03-18 00:00:00,通常配送,細義-20530,細川 義雄,消費者,新宿区,東京都,日本,関東地方,事務用-画材-10003693,事務用品,画材,"Binney & Smith マーカー, 大容量パック",2760.8,2,0.15,-455.2,35.6895,139.6917,中吉 孝,50000000,
2310,JP-2016-2145159,2016-03-11 00:00:00,2016-03-18 00:00:00,通常配送,細義-20530,細川 義雄,消費者,新宿区,東京都,日本,関東地方,家具-家具-10001355,家具,家具,"Eldon ドア ストッパー, プレミアム",19349.4,7,0.15,2045.4,35.6895,139.6917,中吉 孝,50000000,
2311,JP-2016-2145159,2016-03-11 00:00:00,2016-03-18 00:00:00,通常配送,細義-20530,細川 義雄,消費者,新宿区,東京都,日本,関東地方,家具-家具-10004987,家具,家具,"Rubvermaid ドア ストッパー, プレミアム",7211.4,3,0.15,929.4,35.6895,139.6917,中吉 孝,50000000,
2312,JP-2018-2106267,2018-05-23 00:00:00,2018-05-29 00:00:00,通常配送,猪大-18880,猪原 大輝,消費者,堺市堺区,大阪府,日本,関西地方,家電-付属-10000258,家電,付属品,"ベルキン キーパッド, リサイクル",11112,3,0,2442,34.6937,135.5023,金児 皐,50000000,
2313,JP-2018-2106267,2018-05-23 00:00:00,2018-05-29 00:00:00,通常配送,猪大-18880,猪原 大輝,消費者,堺市堺区,大阪府,日本,関西地方,家具-家具-10001013,家具,家具,"Rubvermaid フレーム, マルチパック",51310,7,0,14868,34.6937,135.5023,金児 皐,50000000,
2314,JP-2017-2146419,2017-06-22 00:00:00,2017-06-26 00:00:00,通常配送,有葵-11380,有田 葵,大企業,芦屋市,兵庫県,日本,関西地方,家電-電話-10002908,家電,電話機,"シスコ ヘッドセット, 各種サイズ",6086,1,0,85,34.6913,135.183,金児 皐,50000000,
2315,JP-2017-2146455,2017-10-16 00:00:00,2017-10-19 00:00:00,セカンド クラス,勝一-16150,勝部 一樹,大企業,富田林市,大阪府,日本,関西地方,事務用-画材-10000295,事務用品,画材,"Sanford ペン, 各種サイズ",1904,2,0,436,34.6937,135.5023,金児 皐,50000000,
2316,JP-2017-2146455,2017-10-16 00:00:00,2017-10-19 00:00:00,セカンド クラス,勝一-16150,勝部 一樹,大企業,富田林市,大阪府,日本,関西地方,事務用-文房-10000956,事務用品,文房具,"Fiskars ペーパー ナイフ, スチール",7288,4,0,340,34.6937,135.5023,金児 皐,50000000,
2317,JP-2019-1458796,2019-01-12 00:00:00,2019-01-19 00:00:00,通常配送,滝優-17140,滝沢 優香,消費者,沼津市,静岡県,日本,中部地方,家具-椅子-10000264,家具,椅子,"Office Star ビーチ チェア, 黒",6361.2,3,0.4,-2866.8,34.9769,138.3831,辻岡 美羽,40000000,
2318,JP-2016-1893274,2016-03-03 00:00:00,2016-03-08 00:00:00,通常配送,宮颯-18970,宮林 颯太,小規模事業所,美濃市,岐阜県,日本,中部地方,事務用-アプ-10004454,事務用品,アプライアンス,"フーバー 電子レンジ, 黒",41076,2,0,18892,35.3912,136.7223,辻岡 美羽,40000000,
2319,JP-2016-1893274,2016-03-03 00:00:00,2016-03-08 00:00:00,通常配送,宮颯-18970,宮林 颯太,小規模事業所,美濃市,岐阜県,日本,中部地方,事務用-クリ-10003679,事務用品,クリップ,"Stockwell 輪ゴム, 各種サイズ",4530,5,0,1990,35.3912,136.7223,辻岡 美羽,40000000,
2320,JP-2016-2148283,2016-12-21 00:00:00,2016-12-26 00:00:00,通常配送,榑丈-18745,榑林 丈夫,大企業,九戸郡九戸村,岩手県,日本,東北地方,事務用-封筒-10003257,事務用品,封筒,"GlobeWeis クラフト封筒, 50 枚セット",3168,8,0.4,-528,39.7036,141.1527,駒田 静香,20000000,
2321,JP-2016-2148283,2016-12-21 00:00:00,2016-12-26 00:00:00,通常配送,榑丈-18745,榑林 丈夫,大企業,九戸郡九戸村,岩手県,日本,東北地方,事務用-クリ-10000914,事務用品,クリップ,"Accos 押しピン, 12 パック",1116,2,0.4,92,39.7036,141.1527,駒田 静香,20000000,
2322,JP-2019-2148727,2019-09-23 00:00:00,2019-09-29 00:00:00,通常配送,高武-14785,高畠 武,小規模事業所,茨木市,大阪府,日本,関西地方,事務用-バイ-10001271,事務用品,バインダー,"カーディナル タブ, クリア",2240,5,0,130,34.6937,135.5023,金児 皐,50000000,
2323,JP-2018-1635831,2018-05-04 00:00:00,2018-05-08 00:00:00,通常配送,畔学-10150,畔田 学,消費者,春日井市,愛知県,日本,中部地方,事務用-バイ-10003030,事務用品,バインダー,"カーディナル バインダー, リサイクル",5676,6,0,48,35.1802,136.9066,辻岡 美羽,40000000,
2324,JP-2018-1635831,2018-05-04 00:00:00,2018-05-08 00:00:00,通常配送,畔学-10150,畔田 学,消費者,春日井市,愛知県,日本,中部地方,事務用-アプ-10000298,事務用品,アプライアンス,"ハミルトンビーチ コンロ, シルバー",72412,2,0,22444,35.1802,136.9066,辻岡 美羽,40000000,
2325,JP-2018-1635831,2018-05-04 00:00:00,2018-05-08 00:00:00,通常配送,畔学-10150,畔田 学,消費者,春日井市,愛知県,日本,中部地方,家電-付属-10001162,家電,付属品,"ベルキン ルータ, エコノミー",155250,9,0,34146,35.1802,136.9066,辻岡 美羽,40000000,
2326,JP-2017-2087236,2017-10-02 00:00:00,2017-10-09 00:00:00,通常配送,浜桐-13405,浜辺 桐子,消費者,宇佐市,大分県,日本,九州,家電-付属-10004251,家電,付属品,"エナーマックス ルータ, プログラミング可能",69288,4,0,8312,33.2382,131.6126,矢幡 翔太,35000000,
2327,JP-2017-2087236,2017-10-02 00:00:00,2017-10-09 00:00:00,通常配送,浜桐-13405,浜辺 桐子,消費者,宇佐市,大分県,日本,九州,家電-電話-10002395,家電,電話機,"シスコ オフィス用電話機, 各種サイズ",44432,8,0,680,33.2382,131.6126,矢幡 翔太,35000000,
2328,JP-2018-1444239,2018-03-02 00:00:00,2018-03-05 00:00:00,ファースト クラス,目翔-15475,目崎 翔,消費者,函館市,北海道,日本,北海道,事務用-アプ-10000365,事務用品,アプライアンス,"フーバー トースター, シルバー",10126.8,3,0.4,-5911.2,43.0642,141.3469,宮前 誠,20000000,
2329,JP-2019-1236606,2019-06-19 00:00:00,2019-06-23 00:00:00,通常配送,小直-17845,小豆畑 直樹,消費者,彦根市,滋賀県,日本,関西地方,事務用-文房-10001930,事務用品,文房具,"Kleencut 定規, スチール",4320,5,0,1290,35.0045,135.8686,金児 皐,50000000,
2330,JP-2018-2152904,2018-12-13 00:00:00,2018-12-17 00:00:00,通常配送,朝実-16480,朝倉 実,消費者,船橋市,千葉県,日本,関東地方,家電-付属-10003657,家電,付属品,"サンディスク フラッシュ ドライブ, リサイクル",2988,2,0.4,-500,35.6046,140.1233,中吉 孝,50000000,
2331,JP-2018-2152904,2018-12-13 00:00:00,2018-12-17 00:00:00,通常配送,朝実-16480,朝倉 実,消費者,船橋市,千葉県,日本,関東地方,事務用-バイ-10000330,事務用品,バインダー,"ウィルソン・ジョーンズ 穴あけパンチ, リサイクル",9072,8,0.4,1360,35.6046,140.1233,中吉 孝,50000000,
2332,JP-2018-2152904,2018-12-13 00:00:00,2018-12-17 00:00:00,通常配送,朝実-16480,朝倉 実,消費者,船橋市,千葉県,日本,関東地方,家具-椅子-10002338,家具,椅子,"Hon ビーチ チェア, 2 つセット",5688,3,0.4,-288,35.6046,140.1233,中吉 孝,50000000,
2333,JP-2016-1209240,2016-05-15 00:00:00,2016-05-20 00:00:00,セカンド クラス,東四-13930,東 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-アプ-10001938,事務用品,アプライアンス,"クイジナート 電子レンジ, 白",55320,3,0,11616,33.6064,130.4181,矢幡 翔太,35000000,
2334,JP-2016-1209240,2016-05-15 00:00:00,2016-05-20 00:00:00,セカンド クラス,東四-13930,東 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-紙-10002727,事務用品,紙,"Green Bar スケジュール帳, プレミアム",3172,2,0,664,33.6064,130.4181,矢幡 翔太,35000000,
2335,JP-2016-1209240,2016-05-15 00:00:00,2016-05-20 00:00:00,セカンド クラス,東四-13930,東 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-クリ-10002811,事務用品,クリップ,"OIC クランプ, メタル",5304,4,0,1696,33.6064,130.4181,矢幡 翔太,35000000,
2336,JP-2016-1209240,2016-05-15 00:00:00,2016-05-20 00:00:00,セカンド クラス,東四-13930,東 四郎,消費者,田川郡川崎町,福岡県,日本,九州,家電-コピ-10004287,家電,コピー機,"シャープ ファックス, デジタル",59058,3,0,8268,33.6064,130.4181,矢幡 翔太,35000000,
2337,JP-2019-1180814,2019-08-07 00:00:00,2019-08-09 00:00:00,セカンド クラス,長美-11095,長洲 美優,大企業,東大阪市,大阪府,日本,関西地方,家具-家具-10004846,家具,家具,"Deflect-O フォト フレーム, プレミアム",3368,1,0,874,34.6937,135.5023,金児 皐,50000000,
2338,JP-2019-1180814,2019-08-07 00:00:00,2019-08-09 00:00:00,セカンド クラス,長美-11095,長洲 美優,大企業,東大阪市,大阪府,日本,関西地方,家具-本棚-10003859,家具,本棚,"Sauder 棚セット, メタル",38808,3,0,10476,34.6937,135.5023,金児 皐,50000000,
2339,JP-2018-1535559,2018-07-19 00:00:00,2018-07-24 00:00:00,通常配送,花健-15925,花形 健太,消費者,津山市,岡山県,日本,中国地方,家具-椅子-10004321,家具,椅子,"SAFCO 肘掛け椅子, 赤",184572,6,0,64596,34.6618,133.935,雨宮 武,30000000,
2340,JP-2019-2008793,2019-11-19 00:00:00,2019-11-22 00:00:00,ファースト クラス,箕萌-20020,箕輪 萌,消費者,出雲市,島根県,日本,中国地方,家電-付属-10001870,家電,付属品,"エナーマックス フラッシュ ドライブ, プログラミング可能",11472,4,0,2288,35.4723,133.0505,雨宮 武,30000000,
2341,JP-2019-2157328,2019-12-10 00:00:00,2019-12-12 00:00:00,セカンド クラス,関武-16915,関谷 武,消費者,新宿区,東京都,日本,関東地方,家具-家具-10000508,家具,家具,"Eldon フォト フレーム, マルチパック",13185.2,4,0.15,4337.2,35.6895,139.6917,中吉 孝,50000000,○
2342,JP-2019-2157328,2019-12-10 00:00:00,2019-12-12 00:00:00,セカンド クラス,関武-16915,関谷 武,消費者,新宿区,東京都,日本,関東地方,家具-家具-10004146,家具,家具,"Advantus フレーム, 黒",31484,5,0.15,7034,35.6895,139.6917,中吉 孝,50000000,○
2343,JP-2019-2157328,2019-12-10 00:00:00,2019-12-12 00:00:00,セカンド クラス,関武-16915,関谷 武,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10002208,事務用品,ラベル,"Harbour Creations 輸送用ラベル, 高耐久性",2014.5,3,0.15,-193.5,35.6895,139.6917,中吉 孝,50000000,○
2344,JP-2019-2157328,2019-12-10 00:00:00,2019-12-12 00:00:00,セカンド クラス,関武-16915,関谷 武,消費者,新宿区,東京都,日本,関東地方,事務用-紙-10001892,事務用品,紙,"エナーマックス メモ用紙, プレミアム",2662.2,3,0.15,-31.8,35.6895,139.6917,中吉 孝,50000000,○
2345,JP-2016-1849751,2016-10-29 00:00:00,2016-11-03 00:00:00,通常配送,桃優-13840,桃木 優太,大企業,堺市堺区,大阪府,日本,関西地方,家電-付属-10003547,家電,付属品,"ロジクール キーパッド, リサイクル",2942,1,0,88,34.6937,135.5023,金児 皐,50000000,
2346,JP-2016-1849751,2016-10-29 00:00:00,2016-11-03 00:00:00,通常配送,桃優-13840,桃木 優太,大企業,堺市堺区,大阪府,日本,関西地方,事務用-バイ-10000073,事務用品,バインダー,"Ibico バインダー, エコノミー",3096,3,0,774,34.6937,135.5023,金児 皐,50000000,
2347,JP-2017-2158163,2017-06-13 00:00:00,2017-06-19 00:00:00,通常配送,下恵-20980,下谷 恵介,大企業,宮崎市,宮崎県,日本,九州,家具-椅子-10002946,家具,椅子,"SAFCO 肘掛け椅子, 2 つセット",123648,4,0,32144,31.9111,131.4239,矢幡 翔太,35000000,○
